 ID	ligand	receptor	description(ligand)	description(receptor)	primary location(ligand)	alternate location(ligand)	primary location(receptor)	alternate location(receptor)	PubmedID	KEGG																									
2342	TSLP	CRLF2	thymic stromal lymphopoietin isoform 1	cytokine receptor-like factor 2 isoform 1	Extracellular	---	Plasma membrane	---	11418668	04060_Cytokine-cytokine receptor interaction_	 activation																								
3941	TSLP	IL7R	thymic stromal lymphopoietin isoform 1	interleukin 7 receptor precursor	Extracellular	---	Plasma membrane	Extracellular	11418668	04060_Cytokine-cytokine receptor interaction_	 activation																								
338	VCAM1	ITGB7	vascular cell adhesion molecule 1 isoform a	"integrin, beta 7"	Plasma membrane	Extracellular	Plasma membrane	---	12682249	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																						
1443	VEGFA	FLT1	vascular endothelial growth factor A isoform f	fms-related tyrosine kinase 1 isoform 4	Extracellular	---	Plasma membrane	Extracellular	8621427///17051153///9393862	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
1789	VEGFA	KDR	vascular endothelial growth factor A isoform f	kinase insert domain receptor precursor	Extracellular	---	Plasma membrane	---	8621427///17318185	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation	04370_VEGF signaling pathway_	 activation																				
1926	VEGFB	FLT1	vascular endothelial growth factor B	fms-related tyrosine kinase 1 isoform 4	Extracellular	---	Plasma membrane	Extracellular	9751730	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
795	VEGFC	FLT4	vascular endothelial growth factor C	fms-related tyrosine kinase 4 isoform 1	Extracellular	---	Plasma membrane	Cytoplasm	8700872///16530705	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
2164	VEGFC	KDR	vascular endothelial growth factor C	kinase insert domain receptor precursor	Extracellular	---	Plasma membrane	---	11332691	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
1308	VTN	ITGA8	vitronectin precursor	"integrin, alpha 8"	Extracellular	---	Plasma membrane	---	7559467	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
753	VTN	ITGB3	vitronectin precursor	"integrin beta chain, beta 3 precursor"	Extracellular	---	Plasma membrane	---	16195248	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
768	VTN	ITGB6	vitronectin precursor	"integrin, beta 6"	Extracellular	---	Plasma membrane	---	8120056	04510_Focal adhesion_	 activation																								
759	VTN	ITGB8	vitronectin precursor	"integrin, beta 8 precursor"	Extracellular	---	Plasma membrane	---	11156415	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
2284	VWF	GP1BA	von Willebrand factor preproprotein	platelet glycoprotein Ib alpha polypeptide	Extracellular	Cytoplasm///Endoplasmic reticulum///Golgi apparatus///Secretory granule	Plasma membrane	---	12183630///12087105///6336654	04512_ECM-receptor interaction_	 activation																								
3478	VWF	ITGA2B	von Willebrand factor preproprotein	integrin alpha 2b preproprotein	Extracellular	Cytoplasm///Endoplasmic reticulum///Golgi apparatus///Secretory granule	Plasma membrane	---	1737795	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
4116	WNT1	FZD8	"wingless-type MMTV integration site family,"	frizzled 8	Extracellular	---	Plasma membrane	---	15454084	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
4097	WNT1	FZD9	"wingless-type MMTV integration site family,"	frizzled 9	Extracellular	---	Plasma membrane	Cytoplasm	9147651	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
2515	WNT2	FZD1	wingless-type MMTV integration site family	frizzled 1	Extracellular	---	Plasma membrane	---	10557084	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
2510	WNT2	FZD9	wingless-type MMTV integration site family	frizzled 9	Extracellular	---	Plasma membrane	Cytoplasm	12138115	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
3979	WNT3	FZD1	"wingless-type MMTV integration site family,"	frizzled 1	Extracellular	---	Plasma membrane	---	10557084	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
2919	WNT3A	FZD1	"wingless-type MMTV integration site family,"	frizzled 1	Extracellular	---	Plasma membrane	---	10557084	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
712	WNT4	FZD6	"wingless-type MMTV integration site family,"	frizzled 6	Extracellular	---	Plasma membrane	Cytoplasm	15265686	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
1405	WNT5A	FZD1	"wingless-type MMTV integration site family,"	frizzled 1	Extracellular	---	Plasma membrane	---	10557084	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
3300	WNT5A	FZD5	"wingless-type MMTV integration site family,"	frizzled 5 precursor	Extracellular	---	Plasma membrane	Golgi apparatus	9054360	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
1270	WNT7A	FZD5	"wingless-type MMTV integration site family,"	frizzled 5 precursor	Extracellular	---	Plasma membrane	Golgi apparatus	12857724	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
1203	WNT7A	FZD9	"wingless-type MMTV integration site family,"	frizzled 9	Extracellular	---	Plasma membrane	Cytoplasm	15705594	04916_Melanogenesis_	 activation phosphorylation	04310_Wnt signaling pathway_	 activation	05217_Basal cell carcinoma_	 activation	05200_Pathways in cancer_	 activation																		
10000	ADAM12	EGF	ADAM metallopeptidase domain 12 isoform 2	epidermal growth factor (beta-urogastrone)	Plasma membrane	---	Plasma membrane	Nucleus	11786904		activation																								
10001	ANGPT1	TEK	angiopoietin 1	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	9723709///8980223///12427764///8980224		activation																								
10002	ANGPT1	ITGA5	angiopoietin 1	integrin alpha 5 precursor	Extracellular	---	Plasma membrane	---	15781448		activation																								
10003	ANGPT2	TEK	angiopoietin 2 isoform c precursor	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	9723709		activation																								
10004	ANGPT4	TEK	angiopoietin 4	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	10051567		activation																								
10005	ANGPTL1	TEK	angiopoietin-like 1 precursor	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	10051567		activation																								
10006	ANGPTL3	ITGB3	angiopoietin-like 3 precursor	"integrin beta chain, beta 3 precursor"	Extracellular	---	Plasma membrane	---	11877390		activation																								
10007	ANGPTL3	ITGAV	angiopoietin-like 3 precursor	integrin alpha-V isoform 3 precursor	Extracellular	---	Plasma membrane	Cell surface///Nucleus///Cytoplasm	11877390		activation																								
10008	ANGPTL3	ITGA5	angiopoietin-like 3 precursor	integrin alpha 5 precursor	Extracellular	---	Plasma membrane	---	11877390		activation																								
10009	BMP15	BMPR1B	bone morphogenetic protein 15 precursor	"bone morphogenetic protein receptor, type IB"	Extracellular	---	Plasma membrane	---	12419820		activation																								
10010	BMP2	ENG	bone morphogenetic protein 2 preproprotein	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	9872992		activation																								
10011	BMP2	ACVR2B	bone morphogenetic protein 2 preproprotein	"activin A receptor, type IIB precursor"	Extracellular	---	Plasma membrane	---	15064755		結合はするが活性は不明																								
10012	BMP5	BMPR1A	bone morphogenetic protein 5 preproprotein	"bone morphogenetic protein receptor, type IA"	Extracellular	Cytoplasm	Plasma membrane	Cytoplasm	11580864		activation																								
10013	BMP7	ACVR2B	bone morphogenetic protein 7 precursor	"activin A receptor, type IIB precursor"	Extracellular	---	Plasma membrane	---	9748228		activation																								
10014	BMP7	ACVR1	bone morphogenetic protein 7 precursor	"activin A receptor, type I precursor"	Extracellular	---	Plasma membrane	---	8006002		活性については不明																								
10015	BMP7	ENG	bone morphogenetic protein 7 precursor	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	9872992		activation																								
10016	CHRDL2	BMP4	chordin-like 2	bone morphogenetic protein 4 preproprotein	Extracellular	---	Extracellular	---	14660436		inhibition																								
10017	CHRDL2	BMP5	chordin-like 2	bone morphogenetic protein 5 preproprotein	Extracellular	---	Extracellular	Cytoplasm	14660436		inhibition																								
10018	CHRDL2	BMP2	chordin-like 2	bone morphogenetic protein 2 preproprotein	Extracellular	---	Extracellular	---	14660436		inhibition																								
10019	CHRDL2	BMP7	chordin-like 2	bone morphogenetic protein 7 precursor	Extracellular	---	Extracellular	---	14660436		inhibition																								
10020	DHH	PTCH2	desert hedgehog preproprotein	patched 2	Extracellular	---	Plasma membrane	---	9811851		activation?																								
10021	DKK1	KREMEN1	dickkopf homolog 1 precursor	kringle-containing transmembrane protein 1	Extracellular	---	Plasma membrane	---	12050670		activation																								
10022	GAL	GALR2	galanin preproprotein	galanin receptor 2	Extracellular	Secretory granule///Nucleus	Plasma membrane	---	"9685625, 22329353"		activation																								
10023	GDF5	BMPR1B	growth differentiation factor 5 preproprotein	"bone morphogenetic protein receptor, type IB"	Extracellular	Nucleus///Cytoplasm	Plasma membrane	---	11282024		activation																								
10024	GDF6	BMPR1A	growth differentiation factor 6 precursor	"bone morphogenetic protein receptor, type IA"	Extracellular	---	Plasma membrane	Cytoplasm	9525338		activation																								
10025	GDF6	BMPR1B	growth differentiation factor 6 precursor	"bone morphogenetic protein receptor, type IB"	Extracellular	---	Plasma membrane	---	9525338		activation																								
10026	GDF9	BMPR2	growth differentiation factor 9 precursor	bone morphogenetic protein receptor type II	Extracellular	---	Plasma membrane	---	12135884		activation																								
10027	GDF9	ACVR2A	growth differentiation factor 9 precursor	"activin A receptor, type IIA precursor"	Extracellular	---	Plasma membrane	---	12135884		activation																								
10028	WNT3A	GPC3	"wingless-type MMTV integration site family,"	glypican 3	Extracellular	Plasma membrane	Extracellular	---	16227623		activation																								
10029	FGF2	GPC4	fibroblast growth factor 2	glypican 4	Plasma membrane	---	Plasma membrane	Extracellular///Nucleus	11066092		inhibition																								
10030	GREM2	BMP4	gremlin 2 precursor	bone morphogenetic protein 4 preproprotein	Extracellular	---	Extracellular	---	15039429		inhibition																								
10031	HGF	SDC1	hepatocyte growth factor isoform 3 precursor	syndecan 1 precursor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	---	11830493		activation																								
10032	IGFBP2	IGF1	insulin-like growth factor 1 isoform 4	"insulin-like growth factor binding protein 2,"	Extracellular	Cytoplasm	Extracellular	---	11063745		inhibition																								
10033	IHH	PTCH2	Indian hedgehog homolog	patched 2	Extracellular	---	Plasma membrane	---	9811851		activation																								
10034	IL4	IL13RA2	interleukin 4 isoform 2 precursor	"interleukin 13 receptor, alpha 2 precursor"	Extracellular	---	Plasma membrane	---	9130652		activation																								
10035	INHA	TGFBR3	inhibin alpha subunit precursor	"transforming growth factor, beta receptor III"	Extracellular	Golgi apparatus///Endoplasmic reticulum	Plasma membrane	Cytoplasm	10746731		inhibition?																								
10036	INHBA	TGFBR3	inhibin beta A precursor	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	10746731		inhibition?																								
10037	ITGAV	PLP1	integrin alpha-V isoform 3 precursor	proteolipid protein 1 isoform 1	Plasma membrane	Endoplasmic reticulum	Plasma membrane	Cell surface///Nucleus///Cytoplasm	12196561		activation																								
10038	MEP1A	NTS	neurotensin/neuromedin N preproprotein	meprin A alpha	Extracellular	---	Extracellular	Plasma membrane	11278902		activation																								
10039	PGF	NRP2	"placental growth factor, vascular endothelial"	neuropilin 2 isoform 1 precursor	Extracellular	Endoplasmic reticulum///Golgi apparatus///Cytoplasmic vesicle///Plasma membrane	Plasma membrane	---	10748121		activation																								
10040	SEMA3B	NRP2	semaphorin 3B isoform 2 precursor	neuropilin 2 isoform 1 precursor	Extracellular	Endoplasmic reticulum	Plasma membrane	---	10196546		activation																								
10041	SEMA3F	NRP2	semaphorin 3F	neuropilin 2 isoform 1 precursor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	---	9883722		activation																								
10042	SEMA4A	PLXND1	semaphorin B	plexin D1	Plasma membrane	---	Plasma membrane	---	17318185		inhibition																								
10043	SEMA4D	CD72	semaphorin 4D isoform 2	CD72 molecule	Plasma membrane	Extracellular///Nucleus	Plasma membrane	---	11114375///12882840		inhibition 																								
10044	SEMA4D	PTPRC	semaphorin 4D isoform 2	"protein tyrosine phosphatase, receptor type, C"	Plasma membrane	Extracellular///Nucleus	Plasma membrane	Mitochondrion	11254687///8955171		activation																								
10045	SEMA4F	NRP2	semaphorin W	neuropilin 2 isoform 1 precursor	Plasma membrane	---	Plasma membrane	---	9856463		activation																								
10046	TDGF1	ACVR1C	teratocarcinoma-derived growth factor 1	"activin A receptor, type IC isoform 4"	Extracellular	---	Plasma membrane	---	11485994		activation																								
10047	TGFB1	ACVRL1	"transforming growth factor, beta 1"	activin A receptor type II-like 1	Extracellular	---	Plasma membrane	---	10716993		activation																								
10048	TGFB1	ENG	"transforming growth factor, beta 1"	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	12015308	 	activation																								
10049	TGFB1	TGFBR3	"transforming growth factor, beta 1"	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	7935686		activation																								
10050	TGFB2	ENG	"transforming growth factor, beta 2 isoform 1"	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	12015308		activation																								
10051	TGFB2	TGFBR3	"transforming growth factor, beta 2 isoform 1"	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	11157754		activation																								
10052	TGFB3	ENG	"transforming growth factor, beta 3"	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	9872992		activation																								
10053	TGFB3	TGFBR3	"transforming growth factor, beta 3"	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	11382746		activation																								
10054	TGFB3	ACVRL1	"transforming growth factor, beta 3"	activin A receptor type II-like 1	Extracellular	---	Plasma membrane	---	10187774		activation																								
10055	WNT1	LRP5	"wingless-type MMTV integration site family,"	low density lipoprotein receptor-related protein	Extracellular	---	Plasma membrane	---	11336703		activation																								
10056	WNT1	LRP6	"wingless-type MMTV integration site family,"	low density lipoprotein receptor-related protein	Extracellular	---	Plasma membrane	Cytoplasm///Cell surface	11029007///11448771		activation																								
10057	WNT3A	LRP6	"wingless-type MMTV integration site family,"	low density lipoprotein receptor-related protein	Extracellular	---	Plasma membrane	Cytoplasm///Cell surface	14739301///12897152		activation																								
10058	WNT5A	ROR2	"wingless-type MMTV integration site family,"	receptor tyrosine kinase-like orphan receptor 2	Extracellular	---	Plasma membrane	---	12839624		activation																								
10059	WNT7B	GPC3	"wingless-type MMTV integration site family,"	glypican 3	Extracellular	---	Extracellular	Plasma membrane	16227623		activation																								
20000	ADAM12	EGF	ADAM metallopeptidase domain 12 isoform 2	epidermal growth factor (beta-urogastrone)	Plasma membrane	---	Plasma membrane	Nucleus	11786904		activation																								
20001	ANGPT1	TEK	angiopoietin 1	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	9723709///8980223///12427764///8980224		activation																								
20002	ANGPT1	ITGA5	angiopoietin 1	integrin alpha 5 precursor	Extracellular	---	Plasma membrane	---	15781448		activation																								
20003	ANGPT2	TEK	angiopoietin 2 isoform c precursor	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	9723709		activation																								
20004	ANGPT4	TEK	angiopoietin 4	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	10051567		activation																								
20005	ANGPTL1	TEK	angiopoietin-like 1 precursor	"TEK tyrosine kinase, endothelial precursor"	Extracellular	---	Plasma membrane	---	10051567		activation																								
20006	ANGPTL3	ITGB3	angiopoietin-like 3 precursor	"integrin beta chain, beta 3 precursor"	Extracellular	---	Plasma membrane	---	11877390		activation																								
20007	ANGPTL3	ITGAV	angiopoietin-like 3 precursor	integrin alpha-V isoform 3 precursor	Extracellular	---	Plasma membrane	Cell surface///Nucleus///Cytoplasm	11877390		activation																								
20008	ANGPTL3	ITGA5	angiopoietin-like 3 precursor	integrin alpha 5 precursor	Extracellular	---	Plasma membrane	---	11877390		activation																								
20009	BMP15	BMPR1B	bone morphogenetic protein 15 precursor	"bone morphogenetic protein receptor, type IB"	Extracellular	---	Plasma membrane	---	12419820		activation																								
20010	BMP2	ENG	bone morphogenetic protein 2 preproprotein	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	9872992		activation																								
20011	BMP2	ACVR2B	bone morphogenetic protein 2 preproprotein	"activin A receptor, type IIB precursor"	Extracellular	---	Plasma membrane	---	15064755		結合はするが活性は不明																								
20012	BMP5	BMPR1A	bone morphogenetic protein 5 preproprotein	"bone morphogenetic protein receptor, type IA"	Extracellular	Cytoplasm	Plasma membrane	Cytoplasm	11580864		activation																								
20013	BMP7	ACVR2B	bone morphogenetic protein 7 precursor	"activin A receptor, type IIB precursor"	Extracellular	---	Plasma membrane	---	9748228		activation																								
20014	BMP7	ACVR1	bone morphogenetic protein 7 precursor	"activin A receptor, type I precursor"	Extracellular	---	Plasma membrane	---	8006002		活性については不明																								
20015	BMP7	ENG	bone morphogenetic protein 7 precursor	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	9872992		activation																								
20016	CHRDL2	BMP4	chordin-like 2	bone morphogenetic protein 4 preproprotein	Extracellular	---	Extracellular	---	14660436		inhibition																								
20017	CHRDL2	BMP5	chordin-like 2	bone morphogenetic protein 5 preproprotein	Extracellular	---	Extracellular	Cytoplasm	14660436		inhibition																								
20018	CHRDL2	BMP2	chordin-like 2	bone morphogenetic protein 2 preproprotein	Extracellular	---	Extracellular	---	14660436		inhibition																								
20019	CHRDL2	BMP7	chordin-like 2	bone morphogenetic protein 7 precursor	Extracellular	---	Extracellular	---	14660436		inhibition																								
20020	DHH	PTCH2	desert hedgehog preproprotein	patched 2	Extracellular	---	Plasma membrane	---	9811851		activation?																								
20021	DKK1	KREMEN1	dickkopf homolog 1 precursor	kringle-containing transmembrane protein 1	Extracellular	---	Plasma membrane	---	12050670		activation																								
20022	GAL	GALR2	galanin preproprotein	galanin receptor 2	Extracellular	Secretory granule///Nucleus	Plasma membrane	---	"9685625, 22329353"		activation																								
20023	GDF5	BMPR1B	growth differentiation factor 5 preproprotein	"bone morphogenetic protein receptor, type IB"	Extracellular	Nucleus///Cytoplasm	Plasma membrane	---	11282024		activation																								
20024	GDF6	BMPR1A	growth differentiation factor 6 precursor	"bone morphogenetic protein receptor, type IA"	Extracellular	---	Plasma membrane	Cytoplasm	9525338		activation																								
20025	GDF6	BMPR1B	growth differentiation factor 6 precursor	"bone morphogenetic protein receptor, type IB"	Extracellular	---	Plasma membrane	---	9525338		activation																								
20026	GDF9	BMPR2	growth differentiation factor 9 precursor	bone morphogenetic protein receptor type II	Extracellular	---	Plasma membrane	---	12135884		activation																								
20027	GDF9	ACVR2A	growth differentiation factor 9 precursor	"activin A receptor, type IIA precursor"	Extracellular	---	Plasma membrane	---	12135884		activation																								
20028	WNT3A	GPC3	"wingless-type MMTV integration site family,"	glypican 3	Extracellular	Plasma membrane	Extracellular	---	16227623		activation																								
20029	FGF2	GPC4	fibroblast growth factor 2	glypican 4	Plasma membrane	---	Plasma membrane	Extracellular///Nucleus	11066092		inhibition																								
20030	GREM2	BMP4	gremlin 2 precursor	bone morphogenetic protein 4 preproprotein	Extracellular	---	Extracellular	---	15039429		inhibition																								
20031	HGF	SDC1	hepatocyte growth factor isoform 3 precursor	syndecan 1 precursor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	---	11830493		activation																								
20032	IGFBP2	IGF1	insulin-like growth factor 1 isoform 4	"insulin-like growth factor binding protein 2,"	Extracellular	Cytoplasm	Extracellular	---	11063745		inhibition																								
20033	IHH	PTCH2	Indian hedgehog homolog	patched 2	Extracellular	---	Plasma membrane	---	9811851		activation																								
20034	IL4	IL13RA2	interleukin 4 isoform 2 precursor	"interleukin 13 receptor, alpha 2 precursor"	Extracellular	---	Plasma membrane	---	9130652		activation																								
20035	INHA	TGFBR3	inhibin alpha subunit precursor	"transforming growth factor, beta receptor III"	Extracellular	Golgi apparatus///Endoplasmic reticulum	Plasma membrane	Cytoplasm	10746731		inhibition?																								
20036	INHBA	TGFBR3	inhibin beta A precursor	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	10746731		inhibition?																								
20037	ITGAV	PLP1	integrin alpha-V isoform 3 precursor	proteolipid protein 1 isoform 1	Plasma membrane	Endoplasmic reticulum	Plasma membrane	Cell surface///Nucleus///Cytoplasm	12196561		activation																								
20038	MEP1A	NTS	neurotensin/neuromedin N preproprotein	meprin A alpha	Extracellular	---	Extracellular	Plasma membrane	11278902		activation																								
20039	PGF	NRP2	"placental growth factor, vascular endothelial"	neuropilin 2 isoform 1 precursor	Extracellular	Endoplasmic reticulum///Golgi apparatus///Cytoplasmic vesicle///Plasma membrane	Plasma membrane	---	10748121		activation																								
20040	SEMA3B	NRP2	semaphorin 3B isoform 2 precursor	neuropilin 2 isoform 1 precursor	Extracellular	Endoplasmic reticulum	Plasma membrane	---	10196546		activation																								
20041	SEMA3F	NRP2	semaphorin 3F	neuropilin 2 isoform 1 precursor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	---	9883722		activation																								
20042	SEMA4A	PLXND1	semaphorin B	plexin D1	Plasma membrane	---	Plasma membrane	---	17318185		inhibition																								
20043	SEMA4D	CD72	semaphorin 4D isoform 2	CD72 molecule	Plasma membrane	Extracellular///Nucleus	Plasma membrane	---	11114375///12882840		inhibition 																								
20044	SEMA4D	PTPRC	semaphorin 4D isoform 2	"protein tyrosine phosphatase, receptor type, C"	Plasma membrane	Extracellular///Nucleus	Plasma membrane	Mitochondrion	11254687///8955171		activation																								
20045	SEMA4F	NRP2	semaphorin W	neuropilin 2 isoform 1 precursor	Plasma membrane	---	Plasma membrane	---	9856463		activation																								
20046	TDGF1	ACVR1C	teratocarcinoma-derived growth factor 1	"activin A receptor, type IC isoform 4"	Extracellular	---	Plasma membrane	---	11485994		activation																								
20047	TGFB1	ACVRL1	"transforming growth factor, beta 1"	activin A receptor type II-like 1	Extracellular	---	Plasma membrane	---	10716993		activation																								
20048	TGFB1	ENG	"transforming growth factor, beta 1"	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	12015308	 	activation																								
20049	TGFB1	TGFBR3	"transforming growth factor, beta 1"	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	7935686		activation																								
20050	TGFB2	ENG	"transforming growth factor, beta 2 isoform 1"	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	12015308		activation																								
20051	TGFB2	TGFBR3	"transforming growth factor, beta 2 isoform 1"	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	11157754		activation																								
20052	TGFB3	ENG	"transforming growth factor, beta 3"	endoglin isoform 1 precursor	Extracellular	---	Plasma membrane	---	9872992		activation																								
20053	TGFB3	TGFBR3	"transforming growth factor, beta 3"	"transforming growth factor, beta receptor III"	Extracellular	---	Plasma membrane	Cytoplasm	11382746		activation																								
20054	TGFB3	ACVRL1	"transforming growth factor, beta 3"	activin A receptor type II-like 1	Extracellular	---	Plasma membrane	---	10187774		activation																								
20055	WNT1	LRP5	"wingless-type MMTV integration site family,"	low density lipoprotein receptor-related protein	Extracellular	---	Plasma membrane	---	11336703		activation																								
20056	WNT1	LRP6	"wingless-type MMTV integration site family,"	low density lipoprotein receptor-related protein	Extracellular	---	Plasma membrane	Cytoplasm///Cell surface	11029007///11448771		activation																								
20057	WNT3A	LRP6	"wingless-type MMTV integration site family,"	low density lipoprotein receptor-related protein	Extracellular	---	Plasma membrane	Cytoplasm///Cell surface	14739301///12897152		activation																								
20058	WNT5A	ROR2	"wingless-type MMTV integration site family,"	receptor tyrosine kinase-like orphan receptor 2	Extracellular	---	Plasma membrane	---	12839624		activation																								
20059	WNT7B	GPC3	"wingless-type MMTV integration site family,"	glypican 3	Extracellular	---	Extracellular	Plasma membrane	16227623		activation																								
20060	PECAM1	CD38	platelet/endothelial cell adhesion molecule	CD38 antigen	Plasma membrane	---	Plasma membrane	Nucleus	9551996		activation																								
20061	GAST	CCKBR	gastrin	Cholecystokinin B Receptor	Extracellular	---	Plasma membrane	---	18474247	04971_Gastric acid secretion_	activation																								
